n: 20, r1: 210, r2: 190
elapsed time: 0.044380944 seconds
elapsed time: 0.022695348 seconds
elapsed time: 0.019832996 seconds
elapsed time: 0.005516635 seconds
elapsed time: 0.020007703 seconds
elapsed time: 0.005504647 seconds
elapsed time: 0.020047689 seconds
elapsed time: 0.005568275 seconds
elapsed time: 0.020088699 seconds
elapsed time: 0.005562675 seconds
elapsed time: 0.019949547 seconds
elapsed time: 0.005541861 seconds
elapsed time: 0.01995365 seconds
elapsed time: 0.005602384 seconds
elapsed time: 0.020219353 seconds
elapsed time: 0.005606169 seconds
elapsed time: 0.019497342 seconds
elapsed time: 0.005416556 seconds
elapsed time: 0.019351294 seconds
elapsed time: 0.005370092 seconds
elapsed time: 0.019345384 seconds
elapsed time: 0.005359051 seconds
elapsed time: 0.01935431 seconds
elapsed time: 0.005366329 seconds
elapsed time: 0.019460644 seconds
elapsed time: 0.005364745 seconds
elapsed time: 0.01939959 seconds
elapsed time: 0.005371204 seconds
elapsed time: 0.019356472 seconds
elapsed time: 0.005359062 seconds
elapsed time: 0.019349368 seconds
elapsed time: 0.005371075 seconds
elapsed time: 0.019367023 seconds
elapsed time: 0.005358134 seconds
elapsed time: 0.019363965 seconds
elapsed time: 0.005372346 seconds
elapsed time: 0.019334167 seconds
elapsed time: 0.005363718 seconds
elapsed time: 0.019345276 seconds
elapsed time: 0.005375095 seconds
elapsed time: 0.019350287 seconds
elapsed time: 0.005357543 seconds
elapsed time: 0.019345712 seconds
elapsed time: 0.005369225 seconds
elapsed time: 0.019342997 seconds
elapsed time: 0.005372902 seconds
elapsed time: 0.019340482 seconds
elapsed time: 0.005361052 seconds
elapsed time: 0.019346984 seconds
elapsed time: 0.005369456 seconds
elapsed time: 0.019370194 seconds
elapsed time: 0.005359268 seconds
elapsed time: 0.019408728 seconds
elapsed time: 0.005358412 seconds
elapsed time: 0.019380054 seconds
elapsed time: 0.005370229 seconds
elapsed time: 0.019354335 seconds
elapsed time: 0.005365519 seconds
elapsed time: 0.019342918 seconds
elapsed time: 0.005358874 seconds
elapsed time: 0.019352661 seconds
elapsed time: 0.005371783 seconds
elapsed time: 0.019370527 seconds
elapsed time: 0.005359985 seconds
elapsed time: 0.019336254 seconds
elapsed time: 0.005369283 seconds
elapsed time: 0.019337233 seconds
elapsed time: 0.005361383 seconds
elapsed time: 0.019348456 seconds
elapsed time: 0.005367967 seconds
elapsed time: 0.019362106 seconds
elapsed time: 0.005366543 seconds
elapsed time: 0.019342793 seconds
elapsed time: 0.005388947 seconds
elapsed time: 0.019351513 seconds
elapsed time: 0.005359395 seconds
elapsed time: 0.019362963 seconds
elapsed time: 0.005377406 seconds
elapsed time: 0.019439741 seconds
elapsed time: 0.0054261 seconds
elapsed time: 0.019461582 seconds
elapsed time: 0.005438427 seconds
elapsed time: 0.019449944 seconds
elapsed time: 0.005433395 seconds
elapsed time: 0.019412091 seconds
elapsed time: 0.005433182 seconds
elapsed time: 0.019404002 seconds
elapsed time: 0.005422294 seconds
elapsed time: 0.019416117 seconds
elapsed time: 0.005435792 seconds
elapsed time: 0.019416372 seconds
elapsed time: 0.005424976 seconds
elapsed time: 0.019392742 seconds
elapsed time: 0.005430936 seconds
elapsed time: 0.019390472 seconds
elapsed time: 0.005432005 seconds
elapsed time: 0.019405693 seconds
elapsed time: 0.005420504 seconds
elapsed time: 0.019403815 seconds
elapsed time: 0.005431389 seconds
n: 20, r1: 210, r2: 10
elapsed time: 0.033383668 seconds
elapsed time: 0.003167102 seconds
elapsed time: 0.016377519 seconds
elapsed time: 0.003151602 seconds
elapsed time: 0.016363067 seconds
elapsed time: 0.003150103 seconds
elapsed time: 0.01637136 seconds
elapsed time: 0.00315812 seconds
elapsed time: 0.016378259 seconds
elapsed time: 0.003151134 seconds
elapsed time: 0.016370875 seconds
elapsed time: 0.003148854 seconds
elapsed time: 0.016589995 seconds
elapsed time: 0.003200135 seconds
elapsed time: 0.016795266 seconds
elapsed time: 0.003256056 seconds
elapsed time: 0.016762248 seconds
elapsed time: 0.003191989 seconds
elapsed time: 0.016790843 seconds
elapsed time: 0.003193717 seconds
elapsed time: 0.016777906 seconds
elapsed time: 0.003188236 seconds
elapsed time: 0.016745258 seconds
elapsed time: 0.003189607 seconds
elapsed time: 0.016731443 seconds
elapsed time: 0.003181369 seconds
elapsed time: 0.016747975 seconds
elapsed time: 0.003181779 seconds
elapsed time: 0.016733745 seconds
elapsed time: 0.003186959 seconds
elapsed time: 0.016719472 seconds
elapsed time: 0.003179313 seconds
elapsed time: 0.016710927 seconds
elapsed time: 0.003183618 seconds
elapsed time: 0.01670788 seconds
elapsed time: 0.00318132 seconds
elapsed time: 0.016680946 seconds
elapsed time: 0.0031759 seconds
elapsed time: 0.016669147 seconds
elapsed time: 0.003174962 seconds
elapsed time: 0.016690209 seconds
elapsed time: 0.003174119 seconds
elapsed time: 0.016674055 seconds
elapsed time: 0.003175612 seconds
elapsed time: 0.016676881 seconds
elapsed time: 0.003176202 seconds
elapsed time: 0.016635661 seconds
elapsed time: 0.003167324 seconds
elapsed time: 0.016632044 seconds
elapsed time: 0.003185315 seconds
elapsed time: 0.016627807 seconds
elapsed time: 0.003186554 seconds
elapsed time: 0.016624138 seconds
elapsed time: 0.00318505 seconds
