n: 500, r1: 250.0, r2: 250.0
elapsed time: 0.043584392 seconds
elapsed time: 0.010354343 seconds
elapsed time: 0.021291243 seconds
elapsed time: 0.005916525 seconds
elapsed time: 0.012884002 seconds
elapsed time: 0.005580319 seconds
elapsed time: 0.011809212 seconds
elapsed time: 0.00110467 seconds
elapsed time: 0.001522695 seconds
elapsed time: 0.000658707 seconds
elapsed time: 0.000763916 seconds
elapsed time: 0.000438557 seconds
elapsed time: 0.000521831 seconds
elapsed time: 0.000259466 seconds
elapsed time: 0.000332348 seconds
elapsed time: 0.000155942 seconds
elapsed time: 0.000193678 seconds
elapsed time: 0.000117645 seconds
elapsed time: 0.000141608 seconds
elapsed time: 9.6546e-5 seconds
elapsed time: 0.000121243 seconds
elapsed time: 7.2207e-5 seconds
elapsed time: 9.9762e-5 seconds
elapsed time: 7.6401e-5 seconds
elapsed time: 8.5296e-5 seconds
elapsed time: 8.2326e-5 seconds
elapsed time: 7.4248e-5 seconds
elapsed time: 5.4123e-5 seconds
elapsed time: 7.4782e-5 seconds
elapsed time: 5.5591e-5 seconds
elapsed time: 5.2306e-5 seconds
elapsed time: 4.8972e-5 seconds
elapsed time: 4.9704e-5 seconds
elapsed time: 5.4283e-5 seconds
elapsed time: 5.8198e-5 seconds
elapsed time: 4.5549e-5 seconds
elapsed time: 3.9285e-5 seconds
elapsed time: 4.4597e-5 seconds
elapsed time: 6.3555e-5 seconds
elapsed time: 4.0418e-5 seconds
elapsed time: 4.3714e-5 seconds
elapsed time: 4.4868e-5 seconds
elapsed time: 4.3377e-5 seconds
elapsed time: 4.0815e-5 seconds
elapsed time: 5.2943e-5 seconds
elapsed time: 3.1997e-5 seconds
elapsed time: 5.3314e-5 seconds
elapsed time: 4.1281e-5 seconds
elapsed time: 4.3713e-5 seconds
elapsed time: 4.0643e-5 seconds
elapsed time: 4.3425e-5 seconds
elapsed time: 4.0043e-5 seconds
elapsed time: 4.4639e-5 seconds
elapsed time: 3.2841e-5 seconds
elapsed time: 5.9944e-5 seconds
elapsed time: 3.4846e-5 seconds
elapsed time: 3.6607e-5 seconds
elapsed time: 3.1567e-5 seconds
elapsed time: 4.1082e-5 seconds
elapsed time: 2.8899e-5 seconds
elapsed time: 3.1178e-5 seconds
elapsed time: 3.2254e-5 seconds
elapsed time: 3.1369e-5 seconds
elapsed time: 3.1734e-5 seconds
elapsed time: 3.1032e-5 seconds
elapsed time: 3.221e-5 seconds
elapsed time: 3.0302e-5 seconds
elapsed time: 3.2344e-5 seconds
elapsed time: 3.1177e-5 seconds
elapsed time: 2.9295e-5 seconds
elapsed time: 3.1124e-5 seconds
elapsed time: 2.4652e-5 seconds
elapsed time: 3.1644e-5 seconds
elapsed time: 3.2078e-5 seconds
elapsed time: 3.1422e-5 seconds
elapsed time: 2.4536e-5 seconds
elapsed time: 3.0355e-5 seconds
elapsed time: 2.8977e-5 seconds
elapsed time: 3.0298e-5 seconds
elapsed time: 2.5188e-5 seconds
elapsed time: 4.1706e-5 seconds
elapsed time: 2.8145e-5 seconds
elapsed time: 3.957e-5 seconds
elapsed time: 2.6203e-5 seconds
elapsed time: 3.2877e-5 seconds
elapsed time: 2.6198e-5 seconds
elapsed time: 2.5956e-5 seconds
elapsed time: 2.4465e-5 seconds
elapsed time: 2.5184e-5 seconds
elapsed time: 2.4865e-5 seconds
elapsed time: 2.5071e-5 seconds
elapsed time: 2.5424e-5 seconds
elapsed time: 2.5027e-5 seconds
elapsed time: 2.5323e-5 seconds
elapsed time: 2.5086e-5 seconds
elapsed time: 2.4422e-5 seconds
elapsed time: 2.537e-5 seconds
elapsed time: 2.4303e-5 seconds
elapsed time: 2.5037e-5 seconds
elapsed time: 2.4351e-5 seconds
n: 500, r1: 250.0, r2: 50.0
elapsed time: 0.032550509 seconds
elapsed time: 0.005760836 seconds
elapsed time: 0.01368604 seconds
elapsed time: 0.005800932 seconds
elapsed time: 0.01215957 seconds
elapsed time: 0.001492846 seconds
elapsed time: 0.001819209 seconds
elapsed time: 0.001032006 seconds
elapsed time: 0.000908706 seconds
elapsed time: 0.000672292 seconds
elapsed time: 0.00054562 seconds
elapsed time: 0.000546109 seconds
elapsed time: 0.000361654 seconds
elapsed time: 0.000353181 seconds
elapsed time: 0.000290919 seconds
elapsed time: 0.000302443 seconds
elapsed time: 0.000246477 seconds
elapsed time: 0.000251191 seconds
elapsed time: 0.00015031 seconds
elapsed time: 0.000207064 seconds
elapsed time: 0.000187508 seconds
elapsed time: 0.000173366 seconds
elapsed time: 0.000135065 seconds
elapsed time: 0.000163581 seconds
elapsed time: 0.000101649 seconds
elapsed time: 0.000137203 seconds
elapsed time: 0.000107887 seconds
elapsed time: 0.00011708 seconds
elapsed time: 7.7372e-5 seconds
elapsed time: 0.000110531 seconds
elapsed time: 9.03e-5 seconds
elapsed time: 0.000111588 seconds
elapsed time: 7.8188e-5 seconds
elapsed time: 0.000109513 seconds
elapsed time: 6.7888e-5 seconds
elapsed time: 0.000102724 seconds
elapsed time: 8.5212e-5 seconds
elapsed time: 0.000106397 seconds
